,DateTime,Close,WAP,Volume,High,Low,Time Received
98,20220503  05:38:00,7.76,7.77818,11,7.78,7.76,2022-05-03 18:30:27.989207
99,20220503  05:39:00,7.78,7.78,8,7.78,7.78,2022-05-03 18:30:27.989207
100,20220503  05:40:00,7.78,7.78,1,7.78,7.78,2022-05-03 18:30:27.989207
101,20220503  05:41:00,7.78,7.78,0,7.78,7.78,2022-05-03 18:30:27.989207
102,20220503  05:42:00,7.78,7.78,1,7.78,7.78,2022-05-03 18:30:27.989207
103,20220503  05:43:00,7.78,7.78,2,7.78,7.78,2022-05-03 18:30:27.989207
104,20220503  05:44:00,7.78,7.78,6,7.78,7.78,2022-05-03 18:30:27.989207
105,20220503  05:45:00,7.78,7.78,5,7.78,7.78,2022-05-03 18:30:27.989207
106,20220503  05:46:00,7.78,7.77125,14,7.78,7.75,2022-05-03 18:30:27.989207
107,20220503  05:47:00,7.78,7.78,0,7.78,7.78,2022-05-03 18:30:27.989207
108,20220503  05:48:00,7.78,7.78,0,7.78,7.78,2022-05-03 18:30:27.989207
109,20220503  05:49:00,7.76,7.76,1,7.76,7.76,2022-05-03 18:30:27.989207
110,20220503  05:50:00,7.76,7.76,0,7.76,7.76,2022-05-03 18:30:27.990203
111,20220503  05:51:00,7.78,7.77911,11,7.78,7.77,2022-05-03 18:30:27.990203
112,20220503  05:52:00,7.76,7.76,2,7.76,7.76,2022-05-03 18:30:27.990203
113,20220503  05:53:00,7.76,7.76,2,7.76,7.76,2022-05-03 18:30:27.990203
114,20220503  05:54:00,7.76,7.76,0,7.76,7.76,2022-05-03 18:30:27.990203
115,20220503  05:55:00,7.76,7.76,0,7.76,7.76,2022-05-03 18:30:27.990203
116,20220503  05:56:00,7.78,7.78,6,7.78,7.78,2022-05-03 18:30:27.990203
117,20220503  05:57:00,7.78,7.78,0,7.78,7.78,2022-05-03 18:30:27.990203
118,20220503  05:58:00,7.78,7.78,1,7.78,7.78,2022-05-03 18:30:27.990203
119,20220503  05:59:00,7.74,7.74,6,7.74,7.74,2022-05-03 18:30:27.990203
120,20220503  06:00:00,7.73,7.73,2,7.73,7.73,2022-05-03 18:30:27.990203
121,20220503  06:01:00,7.74,7.74,2,7.74,7.74,2022-05-03 18:30:27.990203
122,20220503  06:02:00,7.78,7.776,15,7.78,7.75,2022-05-03 18:30:27.990203
123,20220503  06:03:00,7.78,7.78,2,7.78,7.78,2022-05-03 18:30:27.990203
124,20220503  06:04:00,7.78,7.78,0,7.78,7.78,2022-05-03 18:30:27.990203
125,20220503  06:05:00,7.88,7.81563,25,7.88,7.78,2022-05-03 18:30:27.990203
126,20220503  06:06:00,7.8,7.87672,107,7.895,7.79,2022-05-03 18:30:27.990203
127,20220503  06:07:00,7.87,7.87,15,7.87,7.87,2022-05-03 18:30:27.991203
128,20220503  06:08:00,7.86,7.86,9,7.86,7.86,2022-05-03 18:30:27.991203
129,20220503  06:09:00,7.8,7.82877,3,7.85,7.8,2022-05-03 18:30:27.991203
130,20220503  06:10:00,7.86,7.85104,6,7.86,7.82,2022-05-03 18:30:27.991203
131,20220503  06:11:00,7.85,7.85,1,7.85,7.85,2022-05-03 18:30:27.991203
132,20220503  06:12:00,7.84,7.84,7,7.84,7.84,2022-05-03 18:30:27.991203
133,20220503  06:13:00,7.84,7.84,0,7.84,7.84,2022-05-03 18:30:27.991203
134,20220503  06:14:00,7.84,7.84,0,7.84,7.84,2022-05-03 18:30:27.991203
135,20220503  06:15:00,7.84,7.84,0,7.84,7.84,2022-05-03 18:30:27.991203
136,20220503  06:16:00,7.89,7.87462,3,7.89,7.85,2022-05-03 18:30:27.991203
137,20220503  06:17:00,7.89,7.89,4,7.89,7.89,2022-05-03 18:30:27.991203
138,20220503  06:18:00,7.89,7.89,4,7.89,7.89,2022-05-03 18:30:27.991203
139,20220503  06:19:00,7.89,7.89,3,7.89,7.89,2022-05-03 18:30:27.991203
140,20220503  06:20:00,7.88,7.88,3,7.88,7.88,2022-05-03 18:30:27.991203
141,20220503  06:21:00,7.88,7.88,0,7.88,7.88,2022-05-03 18:30:27.991203
142,20220503  06:22:00,7.88,7.88,1,7.88,7.88,2022-05-03 18:30:27.991203
143,20220503  06:23:00,7.88,7.88,0,7.88,7.88,2022-05-03 18:30:27.992201
144,20220503  06:24:00,7.88,7.88,0,7.88,7.88,2022-05-03 18:30:27.992201
145,20220503  06:25:00,7.85,7.85,1,7.85,7.85,2022-05-03 18:30:27.992201
146,20220503  06:26:00,7.85,7.85,0,7.85,7.85,2022-05-03 18:30:27.992201
147,20220503  06:27:00,7.87,7.8625,4,7.87,7.86,2022-05-03 18:30:27.992201
148,20220503  06:28:00,7.86,7.86,1,7.86,7.86,2022-05-03 18:30:27.992201
149,20220503  06:29:00,7.85,7.85976,4,7.88,7.85,2022-05-03 18:30:27.992201
150,20220503  06:30:00,7.88,7.88,2,7.88,7.88,2022-05-03 18:30:27.992201
151,20220503  06:31:00,7.9,7.89776,20,7.9,7.87,2022-05-03 18:30:27.992201
152,20220503  06:32:00,7.85,7.87773,22,7.9,7.84,2022-05-03 18:30:27.992201
153,20220503  06:33:00,7.85,7.85519,2,7.86,7.85,2022-05-03 18:30:27.992201
154,20220503  06:34:00,7.8,7.88975,27,7.98,7.8,2022-05-03 18:30:27.992201
155,20220503  06:35:00,7.81,7.81,2,7.81,7.81,2022-05-03 18:30:27.992201
156,20220503  06:36:00,7.85,7.85,1,7.85,7.85,2022-05-03 18:30:27.992201
157,20220503  06:37:00,7.82,7.82,2,7.82,7.82,2022-05-03 18:30:27.992201
158,20220503  06:38:00,7.82,7.82,0,7.82,7.82,2022-05-03 18:30:27.992201
159,20220503  06:39:00,7.82,7.82,0,7.82,7.82,2022-05-03 18:30:27.992201
160,20220503  06:40:00,7.82,7.82,3,7.82,7.82,2022-05-03 18:30:27.992201
161,20220503  06:41:00,7.82,7.82,0,7.82,7.82,2022-05-03 18:30:27.993200
162,20220503  06:42:00,7.89,7.89,1,7.89,7.89,2022-05-03 18:30:27.993200
163,20220503  06:43:00,7.89,7.89,0,7.89,7.89,2022-05-03 18:30:27.993200
164,20220503  06:44:00,7.89,7.89,0,7.89,7.89,2022-05-03 18:30:27.993200
165,20220503  06:45:00,7.82,7.86561,34,7.9,7.82,2022-05-03 18:30:27.993200
166,20220503  06:46:00,7.81,7.83476,9,7.85,7.81,2022-05-03 18:30:27.993200
167,20220503  06:47:00,7.83,7.82408,3,7.83,7.82,2022-05-03 18:30:27.993200
168,20220503  06:48:00,7.83,7.836,2,7.84,7.83,2022-05-03 18:30:27.993200
169,20220503  06:49:00,7.77,7.80365,34,7.82,7.77,2022-05-03 18:30:27.993200
170,20220503  06:50:00,7.71,7.73333,17,7.78,7.71,2022-05-03 18:30:27.993200
171,20220503  06:51:00,7.79,7.74494,12,7.79,7.73,2022-05-03 18:30:27.993200
172,20220503  06:52:00,7.82,7.83606,10,7.94,7.71,2022-05-03 18:30:27.993200
173,20220503  06:53:00,7.82,7.81077,6,7.82,7.79,2022-05-03 18:30:27.993200
174,20220503  06:54:00,7.82,7.82,0,7.82,7.82,2022-05-03 18:30:27.993200
175,20220503  06:55:00,7.8,7.79,4,7.8,7.76,2022-05-03 18:30:27.993200
176,20220503  06:56:00,7.8,7.8,0,7.8,7.8,2022-05-03 18:30:27.993200
177,20220503  06:57:00,7.82,7.82407,4,7.83,7.82,2022-05-03 18:30:27.993200
178,20220503  06:58:00,7.72,7.76532,31,7.82,7.72,2022-05-03 18:30:27.994199
179,20220503  06:59:00,7.72,7.72,0,7.72,7.72,2022-05-03 18:30:27.994199
180,20220503  07:00:00,7.85,7.85678,245,7.94,7.73,2022-05-03 18:30:27.994199
181,20220503  07:01:00,7.88,7.86146,37,7.9,7.83,2022-05-03 18:30:27.994199
182,20220503  07:02:00,7.75,7.76796,316,7.84,7.71,2022-05-03 18:30:27.994199
183,20220503  07:03:00,7.81,7.75609,168,7.81,7.72,2022-05-03 18:30:27.994199
184,20220503  07:04:00,7.77,7.7578,67,7.82,7.72,2022-05-03 18:30:27.994199
185,20220503  07:05:00,7.67,7.70115,96,7.75,7.66,2022-05-03 18:30:27.994199
186,20220503  07:06:00,7.67,7.66787,150,7.72,7.66,2022-05-03 18:30:27.994199
187,20220503  07:07:00,7.63,7.62622,242,7.67,7.6,2022-05-03 18:30:27.994199
188,20220503  07:08:00,7.56,7.61421,170,7.65,7.56,2022-05-03 18:30:27.994199
189,20220503  07:09:00,7.6,7.57934,186,7.63,7.56,2022-05-03 18:30:27.994199
190,20220503  07:10:00,7.65,7.63017,51,7.65,7.59,2022-05-03 18:30:27.994199
191,20220503  07:11:00,7.74,7.68312,124,7.74,7.64,2022-05-03 18:30:27.994199
192,20220503  07:12:00,7.73,7.71597,65,7.75,7.68,2022-05-03 18:30:27.994199
193,20220503  07:13:00,7.8,7.77522,110,7.82,7.72,2022-05-03 18:30:27.994199
194,20220503  07:14:00,7.78,7.80112,27,7.83,7.78,2022-05-03 18:30:27.994199
195,20220503  07:15:00,7.8,7.79112,17,7.81,7.77,2022-05-03 18:30:27.995194
196,20220503  07:16:00,7.83,7.79218,17,7.83,7.77,2022-05-03 18:30:27.995194
197,20220503  07:17:00,7.78,7.79204,27,7.81,7.78,2022-05-03 18:30:27.995194
198,20220503  07:18:00,7.8,7.80079,38,7.82,7.77,2022-05-03 18:30:27.995194
199,20220503  07:19:00,7.84,7.82529,75,7.85,7.81,2022-05-03 18:30:27.995194
200,20220503  07:20:00,7.83,7.83601,5,7.84,7.83,2022-05-03 18:30:27.995194
201,20220503  07:21:00,7.8,7.79769,26,7.82,7.78,2022-05-03 18:30:27.995194
202,20220503  07:22:00,7.79,7.77621,15,7.79,7.77,2022-05-03 18:30:27.995194
203,20220503  07:23:00,7.79,7.76549,30,7.79,7.76,2022-05-03 18:30:27.995194
204,20220503  07:24:00,7.819,7.80627,17,7.819,7.79,2022-05-03 18:30:27.995194
205,20220503  07:25:00,7.87,7.84015,21,7.87,7.82,2022-05-03 18:30:27.995194
206,20220503  07:26:00,7.84,7.8798,47,7.89,7.84,2022-05-03 18:30:27.995194
207,20220503  07:27:00,7.84,7.85387,8,7.87,7.84,2022-05-03 18:30:27.995194
208,20220503  07:28:00,7.85,7.86027,18,7.87,7.85,2022-05-03 18:30:27.995194
209,20220503  07:29:00,7.83,7.83709,31,7.85,7.83,2022-05-03 18:30:27.995194
210,20220503  07:30:00,7.83,7.83,0,7.83,7.83,2022-05-03 18:30:27.995194
211,20220503  07:31:00,7.84,7.82429,7,7.84,7.81,2022-05-03 18:30:27.995194
212,20220503  07:32:00,7.83,7.82037,5,7.83,7.8,2022-05-03 18:30:27.995194
213,20220503  07:33:00,7.82,7.82629,36,7.83,7.81,2022-05-03 18:30:27.996194
214,20220503  07:34:00,7.87,7.83439,20,7.87,7.81,2022-05-03 18:30:27.996194
215,20220503  07:35:00,7.89,7.8961,62,7.94,7.85,2022-05-03 18:30:27.996194
216,20220503  07:36:00,7.97,7.91074,48,7.97,7.85,2022-05-03 18:30:27.996194
217,20220503  07:37:00,7.94,7.9265,93,7.99,7.9,2022-05-03 18:30:28.000180
218,20220503  07:38:00,8.38,8.18217,321,8.38,7.96,2022-05-03 18:30:28.000180
219,20220503  07:39:00,8.32,8.30127,380,8.4,8.2,2022-05-03 18:30:28.000180
220,20220503  07:40:00,8.19,8.23693,165,8.32,8.13,2022-05-03 18:30:28.000180
221,20220503  07:41:00,8.25,8.21536,79,8.25,8.17,2022-05-03 18:30:28.000180
222,20220503  07:42:00,8.08,8.12067,444,8.23,8.02,2022-05-03 18:30:28.000180
223,20220503  07:43:00,7.98,8.01835,140,8.08,7.98,2022-05-03 18:30:28.000180
224,20220503  07:44:00,8.04,8.0218,202,8.04,7.96,2022-05-03 18:30:28.000180
225,20220503  07:45:00,7.99,8.00944,197,8.04,7.98,2022-05-03 18:30:28.000180
226,20220503  07:46:00,7.98,7.96404,104,7.99,7.95,2022-05-03 18:30:28.000180
227,20220503  07:47:00,7.91,7.92686,190,7.98,7.9,2022-05-03 18:30:28.000180
228,20220503  07:48:00,7.97,7.913,194,7.97,7.88,2022-05-03 18:30:28.000180
229,20220503  07:49:00,8.02,7.99227,166,8.04,7.95,2022-05-03 18:30:28.000180
230,20220503  07:50:00,8.04,8.01638,93,8.04,8.01,2022-05-03 18:30:28.000180
231,20220503  07:51:00,8.13,8.08212,66,8.13,8.05,2022-05-03 18:30:28.000180
232,20220503  07:52:00,8.06,8.09998,128,8.15,8.02,2022-05-03 18:30:28.000180
233,20220503  07:53:00,8.16,8.13058,62,8.16,8.09,2022-05-03 18:30:28.000180
234,20220503  07:54:00,8.1,8.11664,59,8.15,8.09,2022-05-03 18:30:28.000180
235,20220503  07:55:00,8.11,8.09884,60,8.12,8.08,2022-05-03 18:30:28.000180
236,20220503  07:56:00,8.09,8.09677,6,8.1,8.09,2022-05-03 18:30:28.001177
237,20220503  07:57:00,8.01,8.03823,73,8.09,8.0,2022-05-03 18:30:28.001177
238,20220503  07:58:00,8.08,8.05888,8,8.08,8.05,2022-05-03 18:30:28.001177
239,20220503  07:59:00,8.09,8.06131,13,8.09,8.05,2022-05-03 18:30:28.001177
240,20220503  08:00:00,8.1,7.98107,2694,8.39,7.55,2022-05-03 18:30:28.001177
241,20220503  08:01:00,8.04,8.06039,200,8.1,8.03,2022-05-03 18:30:28.001177
242,20220503  08:02:00,8.03,8.01544,111,8.0499,8.0,2022-05-03 18:30:28.001177
243,20220503  08:03:00,7.97,7.99689,127,8.03,7.97,2022-05-03 18:30:28.001177
244,20220503  08:04:00,8.0,7.98114,110,8.0,7.97,2022-05-03 18:30:28.001177
245,20220503  08:05:00,8.01,8.00266,96,8.05,7.97,2022-05-03 18:30:28.001177
246,20220503  08:06:00,8.0999,8.06345,11,8.1,8.02,2022-05-03 18:30:28.001177
247,20220503  08:07:00,8.05,8.04578,63,8.09,8.02,2022-05-03 18:30:28.001177
248,20220503  08:08:00,8.07,8.03957,46,8.08,8.01,2022-05-03 18:30:28.001177
249,20220503  08:09:00,8.05,8.09126,80,8.1,8.04,2022-05-03 18:30:28.001177
250,20220503  08:10:00,8.0201,8.04486,25,8.09,8.0201,2022-05-03 18:30:28.001177
251,20220503  08:11:00,8.07,8.03258,78,8.07,8.0,2022-05-03 18:30:28.001177
252,20220503  08:12:00,8.15,8.12146,199,8.18,8.03,2022-05-03 18:30:28.001177
253,20220503  08:13:00,8.19,8.15725,67,8.19,8.12,2022-05-03 18:30:28.001177
254,20220503  08:14:00,8.25,8.22272,432,8.25,8.16,2022-05-03 18:30:28.001177
255,20220503  08:15:00,8.31,8.26678,412,8.35,8.21,2022-05-03 18:30:28.002177
256,20220503  08:16:00,8.31,8.35886,644,8.41,8.27,2022-05-03 18:30:28.002177
257,20220503  08:17:00,8.32,8.30319,132,8.34,8.25,2022-05-03 18:30:28.002177
258,20220503  08:18:00,8.29,8.3217,222,8.35,8.29,2022-05-03 18:30:28.002177
259,20220503  08:19:00,8.27,8.26669,98,8.33,8.23,2022-05-03 18:30:28.002177
260,20220503  08:20:00,8.28,8.28384,51,8.3,8.25,2022-05-03 18:30:28.002177
261,20220503  08:21:00,8.25,8.26499,204,8.29,8.25,2022-05-03 18:30:28.002177
262,20220503  08:22:00,8.24,8.24039,294,8.28,8.16,2022-05-03 18:30:28.002177
263,20220503  08:23:00,8.18,8.20778,71,8.24,8.17,2022-05-03 18:30:28.002177
264,20220503  08:24:00,8.17,8.16508,125,8.2,8.12,2022-05-03 18:30:28.002177
265,20220503  08:25:00,8.15,8.1637,22,8.18,8.15,2022-05-03 18:30:28.002177
266,20220503  08:26:00,8.06,8.04711,453,8.17,8.0,2022-05-03 18:30:28.002177
267,20220503  08:27:00,8.06,8.05427,74,8.06,8.02,2022-05-03 18:30:28.002177
268,20220503  08:28:00,8.08,8.06803,86,8.1,8.04,2022-05-03 18:30:28.002177
269,20220503  08:29:00,8.05,8.03335,198,8.08,8.0,2022-05-03 18:30:28.002177
270,20220503  08:30:00,8.01,8.00177,121,8.05,7.95,2022-05-03 18:30:28.002177
271,20220503  08:31:00,8.05,8.05268,81,8.08,8.0,2022-05-03 18:30:28.002177
272,20220503  08:32:00,8.1,8.08659,194,8.11,8.05,2022-05-03 18:30:28.002177
273,20220503  08:33:00,8.07,8.07338,79,8.1,8.05,2022-05-03 18:30:28.002177
274,20220503  08:34:00,8.09,8.07179,68,8.09,8.06,2022-05-03 18:30:28.002177
275,20220503  08:35:00,8.08,8.09137,53,8.1,8.08,2022-05-03 18:30:28.003172
276,20220503  08:36:00,8.08,8.08845,46,8.1,8.08,2022-05-03 18:30:28.003172
277,20220503  08:37:00,8.06,8.04473,384,8.08,8.02,2022-05-03 18:30:28.003172
278,20220503  08:38:00,8.04,8.06141,139,8.08,8.04,2022-05-03 18:30:28.003172
279,20220503  08:39:00,8.02,8.03536,48,8.05,8.02,2022-05-03 18:30:28.003172
280,20220503  08:40:00,8.04,8.03197,150,8.05,8.02,2022-05-03 18:30:28.003172
281,20220503  08:41:00,7.98,8.00893,164,8.05,7.98,2022-05-03 18:30:28.003172
282,20220503  08:42:00,7.98,7.98088,115,8.02,7.96,2022-05-03 18:30:28.003172
283,20220503  08:43:00,7.99,7.97748,39,8.0,7.97,2022-05-03 18:30:28.003172
284,20220503  08:44:00,7.97,7.97968,55,7.99,7.97,2022-05-03 18:30:28.003172
285,20220503  08:45:00,7.98,7.97281,38,7.98,7.96,2022-05-03 18:30:28.003172
286,20220503  08:46:00,8.0,7.98627,39,8.0,7.97,2022-05-03 18:30:28.003172
287,20220503  08:47:00,8.1,8.0391,250,8.2,8.0,2022-05-03 18:30:28.003172
288,20220503  08:48:00,8.1,8.11142,86,8.15,8.06,2022-05-03 18:30:28.003172
289,20220503  08:49:00,8.07,8.08604,62,8.11,8.05,2022-05-03 18:30:28.003172
290,20220503  08:50:00,8.05,8.07091,11,8.09,8.05,2022-05-03 18:30:28.003172
291,20220503  08:51:00,8.08,8.05259,30,8.08,8.03,2022-05-03 18:30:28.003172
292,20220503  08:52:00,8.05,8.01609,32,8.06,8.0,2022-05-03 18:30:28.003172
293,20220503  08:53:00,8.05,8.03858,49,8.05,8.02,2022-05-03 18:30:28.003172
294,20220503  08:54:00,8.03,8.01804,125,8.05,7.99,2022-05-03 18:30:28.003172
295,20220503  08:55:00,8.01,8.03384,25,8.07,8.01,2022-05-03 18:30:28.004174
296,20220503  08:56:00,7.99,7.9811,104,8.03,7.97,2022-05-03 18:30:28.004174
297,20220503  08:57:00,7.9,7.91579,130,8.0,7.89,2022-05-03 18:30:28.004174
298,20220503  08:58:00,7.9,7.89684,144,7.94,7.88,2022-05-03 18:30:28.004174
299,20220503  08:59:00,7.89,7.87654,144,7.9,7.86,2022-05-03 18:30:28.004174
300,20220503  09:00:00,7.75,7.81892,301,7.89,7.75,2022-05-03 18:30:28.004174
301,20220503  09:01:00,7.79,7.79036,365,7.8,7.76,2022-05-03 18:30:28.004174
302,20220503  09:02:00,7.79,7.77968,203,7.84,7.75,2022-05-03 18:30:28.004174
303,20220503  09:03:00,7.82,7.82706,217,7.88,7.78,2022-05-03 18:30:28.004174
304,20220503  09:04:00,7.85,7.83522,214,7.85,7.8,2022-05-03 18:30:28.004174
305,20220503  09:05:00,7.85,7.86376,144,7.9,7.84,2022-05-03 18:30:28.004174
306,20220503  09:06:00,7.85,7.85034,138,7.87,7.82,2022-05-03 18:30:28.004174
307,20220503  09:07:00,7.88,7.84451,88,7.89,7.8,2022-05-03 18:30:28.004174
308,20220503  09:08:00,7.9,7.88483,82,7.92,7.85,2022-05-03 18:30:28.004174
309,20220503  09:09:00,7.9,7.88778,364,7.92,7.84,2022-05-03 18:30:28.004174
310,20220503  09:10:00,7.86,7.87017,52,7.9,7.85,2022-05-03 18:30:28.004174
311,20220503  09:11:00,7.9,7.89229,13,7.9,7.86,2022-05-03 18:30:28.004174
312,20220503  09:12:00,7.89,7.89231,44,7.9,7.86,2022-05-03 18:30:28.004174
313,20220503  09:13:00,7.86,7.86642,34,7.87,7.86,2022-05-03 18:30:28.004174
314,20220503  09:14:00,7.87,7.85924,81,7.87,7.85,2022-05-03 18:30:28.004174
315,20220503  09:15:00,7.92,7.90259,186,7.93,7.87,2022-05-03 18:30:28.004174
316,20220503  09:16:00,7.92,7.90103,69,7.92,7.88,2022-05-03 18:30:28.005166
317,20220503  09:17:00,7.91,7.91605,30,7.93,7.9,2022-05-03 18:30:28.005166
318,20220503  09:18:00,7.92,7.91225,62,7.93,7.9,2022-05-03 18:30:28.005166
319,20220503  09:19:00,7.94,7.93164,89,7.95,7.91,2022-05-03 18:30:28.005166
320,20220503  09:20:00,7.9,7.91328,173,7.95,7.9,2022-05-03 18:30:28.005166
321,20220503  09:21:00,7.82,7.88722,225,7.9,7.82,2022-05-03 18:30:28.005166
322,20220503  09:22:00,7.92,7.82678,223,7.93,7.77,2022-05-03 18:30:28.005166
323,20220503  09:23:00,7.95,7.90906,80,7.95,7.86,2022-05-03 18:30:28.005166
324,20220503  09:24:00,7.899,7.90298,144,7.94,7.86,2022-05-03 18:30:28.005166
325,20220503  09:25:00,7.85,7.87676,60,7.92,7.85,2022-05-03 18:30:28.005166
326,20220503  09:26:00,7.92,7.88989,153,7.92,7.8599,2022-05-03 18:30:28.005166
327,20220503  09:27:00,7.86,7.89403,120,7.92,7.86,2022-05-03 18:30:28.005166
328,20220503  09:28:00,7.8,7.84481,251,7.92,7.78,2022-05-03 18:30:28.005166
329,20220503  09:29:00,7.87,7.83142,74,7.88,7.8,2022-05-03 18:30:28.005166
330,20220503  09:30:00,7.64,7.56342,4927,7.85,7.36,2022-05-03 18:30:28.005166
331,20220503  09:31:00,7.61,7.6219,2452,7.75,7.511,2022-05-03 18:30:28.005166
332,20220503  09:32:00,7.596,7.5494,979,7.6343,7.5,2022-05-03 18:30:28.005166
333,20220503  09:33:00,7.385,7.33731,2954,7.6,7.14,2022-05-03 18:30:28.005166
334,20220503  09:34:00,7.22,7.29773,1635,7.41,7.17,2022-05-03 18:30:28.005166
335,20220503  09:35:00,7.4,7.28841,2219,7.4,7.16,2022-05-03 18:30:28.005166
336,20220503  09:36:00,7.3192,7.37383,1635,7.44,7.3,2022-05-03 18:30:28.005166
337,20220503  09:37:00,7.3716,7.30981,1231,7.4,7.2201,2022-05-03 18:30:28.005166
338,20220503  09:38:00,7.5347,7.45626,3308,7.58,7.31,2022-05-03 18:30:28.006165
339,20220503  09:39:00,7.4691,7.50167,3274,7.7,7.35,2022-05-03 18:30:28.006165
340,20220503  09:40:00,7.34,7.3706,1194,7.47,7.28,2022-05-03 18:30:28.006165
341,20220503  09:41:00,7.27,7.31815,1283,7.37,7.22,2022-05-03 18:30:28.006165
342,20220503  09:42:00,7.1522,7.15713,2420,7.31,7.1,2022-05-03 18:30:28.006165
343,20220503  09:43:00,7.218,7.21758,922,7.2899,7.1501,2022-05-03 18:30:28.006165
344,20220503  09:44:00,7.1901,7.14838,1373,7.24,7.1,2022-05-03 18:30:28.006165
345,20220503  09:45:00,6.98,7.05112,2241,7.1996,6.92,2022-05-03 18:30:28.006165
346,20220503  09:46:00,7.05,6.96181,2876,7.07,6.9,2022-05-03 18:30:28.006165
347,20220503  09:47:00,7.13,7.11979,1631,7.2,7.04,2022-05-03 18:30:28.006165
348,20220503  09:48:00,7.1099,7.17018,1036,7.2394,7.07,2022-05-03 18:30:28.006165
349,20220503  09:49:00,7.12,7.14305,511,7.1899,7.1096,2022-05-03 18:30:28.006165
350,20220503  09:50:00,7.1521,7.09734,858,7.17,7.05,2022-05-03 18:30:28.006165
351,20220503  09:51:00,7.3,7.26994,1614,7.37,7.15,2022-05-03 18:30:28.006165
352,20220503  09:52:00,7.25,7.24021,907,7.3,7.18,2022-05-03 18:30:28.006165
353,20220503  09:53:00,7.32,7.2731,696,7.33,7.2,2022-05-03 18:30:28.006165
354,20220503  09:54:00,7.4401,7.44989,2461,7.56,7.32,2022-05-03 18:30:28.006165
355,20220503  09:55:00,7.34,7.40553,1074,7.4899,7.33,2022-05-03 18:30:28.006165
356,20220503  09:56:00,7.54,7.48763,2314,7.56,7.3309,2022-05-03 18:30:28.006165
357,20220503  09:57:00,7.4233,7.47094,2270,7.58,7.34,2022-05-03 18:30:28.006165
358,20220503  09:58:00,7.26,7.26823,1507,7.43,7.21,2022-05-03 18:30:28.006165
359,20220503  09:59:00,7.2778,7.30521,563,7.34,7.25,2022-05-03 18:30:28.007169
360,20220503  10:00:00,7.32,7.3266,441,7.38,7.265,2022-05-03 18:30:28.007169
361,20220503  10:01:00,7.1501,7.29249,1562,7.43,7.14,2022-05-03 18:30:28.007169
362,20220503  10:02:00,7.28,7.21865,913,7.28,7.145,2022-05-03 18:30:28.007169
363,20220503  10:03:00,7.1997,7.20063,887,7.2799,7.15,2022-05-03 18:30:28.007169
364,20220503  10:04:00,7.13,7.15294,524,7.2,7.11,2022-05-03 18:30:28.007169
365,20220503  10:05:00,7.0299,7.03913,2128,7.11,6.92,2022-05-03 18:30:28.007169
366,20220503  10:06:00,6.9141,6.97851,1655,7.05,6.9,2022-05-03 18:30:28.007169
367,20220503  10:07:00,6.85,6.8907,1819,6.98,6.81,2022-05-03 18:30:28.007169
368,20220503  10:08:00,6.9201,6.86897,1694,6.96,6.81,2022-05-03 18:30:28.007169
369,20220503  10:09:00,6.87,6.92648,1013,6.97,6.85,2022-05-03 18:30:28.007169
370,20220503  10:10:00,6.97,6.94009,1112,7.03,6.86,2022-05-03 18:30:28.007169
371,20220503  10:11:00,7.185,7.16124,1968,7.35,6.92,2022-05-03 18:30:28.007169
372,20220503  10:12:00,7.0901,7.12554,997,7.1981,7.06,2022-05-03 18:30:28.007169
373,20220503  10:13:00,7.0201,7.0798,528,7.12,7.01,2022-05-03 18:30:28.007169
374,20220503  10:14:00,7.0791,7.05877,408,7.09,7.01,2022-05-03 18:30:28.007169
375,20220503  10:15:00,7.05,7.03648,621,7.08,6.9815,2022-05-03 18:30:28.007169
376,20220503  10:16:00,6.97,7.01096,344,7.07,6.9501,2022-05-03 18:30:28.007169
