,DateTime,Close,WAP,Volume,High,Low,Time Received,Date,same_day
64,20220621  09:20:00,18.17,18.17025,21,18.18,18.16,2022-06-26 13:51:04.317811,2022-06-21,True
65,20220621  09:25:00,18.17,18.08818,11,18.18,18.05,2022-06-26 13:51:04.318808,2022-06-21,True
66,20220621  09:30:00,19.55,18.70147,3503,19.65,17.52,2022-06-26 13:51:04.318808,2022-06-21,True
67,20220621  09:35:00,19.08,19.24592,4097,19.65,18.86,2022-06-26 13:51:04.318808,2022-06-21,True
68,20220621  09:40:00,19.8,19.67817,6182,20.17,18.91,2022-06-26 13:51:04.318808,2022-06-21,True
69,20220621  09:45:00,19.726,19.89645,3054,20.1,19.67,2022-06-26 13:51:04.318808,2022-06-21,True
70,20220621  09:50:00,19.65,19.90344,4084,20.25,19.52,2022-06-26 13:51:04.318808,2022-06-21,True
71,20220621  09:55:00,19.87,19.64358,1956,19.89,19.37,2022-06-26 13:51:04.318808,2022-06-21,True
72,20220621  10:00:00,19.88,19.79038,1733,20.0,19.6,2022-06-26 13:51:04.318808,2022-06-21,True
73,20220621  10:05:00,19.41,19.65246,1489,20.02,19.32,2022-06-26 13:51:04.318808,2022-06-21,True
74,20220621  10:10:00,19.4204,19.34367,986,19.6,19.12,2022-06-26 13:51:04.318808,2022-06-21,True
75,20220621  10:15:00,19.8434,19.77557,2149,19.96,19.3601,2022-06-26 13:51:04.318808,2022-06-21,True
76,20220621  10:20:00,19.775,19.9347,2546,20.23,19.67,2022-06-26 13:51:04.318808,2022-06-21,True
77,20220621  10:25:00,19.3564,19.50487,819,19.8,19.2,2022-06-26 13:51:04.318808,2022-06-21,True
78,20220621  10:30:00,19.4413,19.47222,822,19.66,19.28,2022-06-26 13:51:04.318808,2022-06-21,True
79,20220621  10:35:00,19.5606,19.53966,501,19.6,19.4,2022-06-26 13:51:04.318808,2022-06-21,True
80,20220621  10:40:00,19.73,19.64428,1268,19.8799,19.3001,2022-06-26 13:51:04.318808,2022-06-21,True
81,20220621  10:45:00,20.0362,19.93208,2618,20.18,19.7299,2022-06-26 13:51:04.318808,2022-06-21,True
82,20220621  10:50:00,19.69,19.83924,4328,20.4,19.4,2022-06-26 13:51:04.318808,2022-06-21,True
83,20220621  10:55:00,19.45,19.48936,433,19.65,19.31,2022-06-26 13:51:04.318808,2022-06-21,True
84,20220621  11:00:00,19.2101,19.34513,663,19.54,19.2,2022-06-26 13:51:04.318808,2022-06-21,True
85,20220621  11:05:00,19.44,19.34546,325,19.4499,19.2,2022-06-26 13:51:04.318808,2022-06-21,True
86,20220621  11:10:00,19.1999,19.26154,465,19.4499,19.06,2022-06-26 13:51:04.318808,2022-06-21,True
87,20220621  11:15:00,19.105,19.03642,604,19.2,18.9,2022-06-26 13:51:04.318808,2022-06-21,True
88,20220621  11:20:00,19.2761,19.24559,642,19.35,19.06,2022-06-26 13:51:04.318808,2022-06-21,True
89,20220621  11:25:00,19.07,19.19984,481,19.31,19.05,2022-06-26 13:51:04.318808,2022-06-21,True
90,20220621  11:30:00,19.07,19.11224,260,19.2299,19.0501,2022-06-26 13:51:04.318808,2022-06-21,True
91,20220621  11:35:00,18.875,18.91831,774,19.0802,18.8,2022-06-26 13:51:04.318808,2022-06-21,True
92,20220621  11:40:00,18.5999,18.61181,965,18.9,18.4,2022-06-26 13:51:04.318808,2022-06-21,True
93,20220621  11:45:00,18.4399,18.34032,865,18.69,18.1101,2022-06-26 13:51:04.318808,2022-06-21,True
94,20220621  11:50:00,18.38,18.422,307,18.48,18.33,2022-06-26 13:51:04.318808,2022-06-21,True
95,20220621  11:55:00,18.17,18.22527,354,18.4499,18.1,2022-06-26 13:51:04.318808,2022-06-21,True
96,20220621  12:00:00,18.36,18.26885,507,18.4,18.14,2022-06-26 13:51:04.319805,2022-06-21,True
97,20220621  12:05:00,18.3297,18.36051,564,18.4715,18.2,2022-06-26 13:51:04.319805,2022-06-21,True
98,20220621  12:10:00,18.5,18.50887,731,18.72,18.2,2022-06-26 13:51:04.319805,2022-06-21,True
99,20220621  12:15:00,18.4,18.45249,351,18.575,18.36,2022-06-26 13:51:04.319805,2022-06-21,True
100,20220621  12:20:00,18.5999,18.36348,423,18.5999,18.19,2022-06-26 13:51:04.319805,2022-06-21,True
101,20220621  12:25:00,18.49,18.53052,475,18.63,18.27,2022-06-26 13:51:04.319805,2022-06-21,True
102,20220621  12:30:00,18.33,18.35691,278,18.4899,18.2701,2022-06-26 13:51:04.319805,2022-06-21,True
103,20220621  12:35:00,18.65,18.49856,277,18.65,18.3404,2022-06-26 13:51:04.319805,2022-06-21,True
104,20220621  12:40:00,18.45,18.55729,678,18.7,18.4,2022-06-26 13:51:04.319805,2022-06-21,True
105,20220621  12:45:00,18.36,18.3611,338,18.5899,18.26,2022-06-26 13:51:04.319805,2022-06-21,True
106,20220621  12:50:00,18.365,18.35226,208,18.5,18.27,2022-06-26 13:51:04.319805,2022-06-21,True
107,20220621  12:55:00,18.0688,18.16948,532,18.42,18.0,2022-06-26 13:51:04.319805,2022-06-21,True
108,20220621  13:00:00,18.21,18.25116,241,18.3,18.05,2022-06-26 13:51:04.319805,2022-06-21,True
109,20220621  13:05:00,18.15,18.14521,281,18.2092,18.0501,2022-06-26 13:51:04.319805,2022-06-21,True
110,20220621  13:10:00,18.1499,18.13518,67,18.19,18.0797,2022-06-26 13:51:04.319805,2022-06-21,True
111,20220621  13:15:00,17.9199,17.8892,509,18.14,17.64,2022-06-26 13:51:04.319805,2022-06-21,True
112,20220621  13:20:00,17.79,17.77999,212,17.96,17.6675,2022-06-26 13:51:04.319805,2022-06-21,True
113,20220621  13:25:00,17.6201,17.72546,176,17.875,17.61,2022-06-26 13:51:04.319805,2022-06-21,True
114,20220621  13:30:00,17.9999,17.89563,321,18.0,17.675,2022-06-26 13:51:04.319805,2022-06-21,True
115,20220621  13:35:00,17.9,18.0195,208,18.24,17.8016,2022-06-26 13:51:04.319805,2022-06-21,True
116,20220621  13:40:00,18.039,17.94425,155,18.1,17.8012,2022-06-26 13:51:04.319805,2022-06-21,True
117,20220621  13:45:00,17.42,17.57614,757,18.0499,17.3,2022-06-26 13:51:04.319805,2022-06-21,True
118,20220621  13:50:00,17.4001,17.48846,461,17.6274,17.28,2022-06-26 13:51:04.319805,2022-06-21,True
119,20220621  13:55:00,17.41,17.37164,376,17.5999,17.13,2022-06-26 13:51:04.319805,2022-06-21,True
120,20220621  14:00:00,17.47,17.37001,280,17.49,17.2858,2022-06-26 13:51:04.319805,2022-06-21,True
121,20220621  14:05:00,17.375,17.38107,250,17.5419,17.3,2022-06-26 13:51:04.319805,2022-06-21,True
122,20220621  14:10:00,17.3947,17.38189,204,17.45,17.3,2022-06-26 13:51:04.319805,2022-06-21,True
123,20220621  14:15:00,17.26,17.38186,182,17.45,17.26,2022-06-26 13:51:04.319805,2022-06-21,True
124,20220621  14:20:00,17.35,17.28192,181,17.44,17.21,2022-06-26 13:51:04.319805,2022-06-21,True
125,20220621  14:25:00,17.231,17.26557,39,17.3396,17.23,2022-06-26 13:51:04.319805,2022-06-21,True
126,20220621  14:30:00,17.14,17.20161,190,17.4246,17.13,2022-06-26 13:51:04.319805,2022-06-21,True
127,20220621  14:35:00,16.699,16.8937,922,17.27,16.5001,2022-06-26 13:51:04.320803,2022-06-21,True
128,20220621  14:40:00,16.7999,16.68956,533,16.8999,16.57,2022-06-26 13:51:04.320803,2022-06-21,True
129,20220621  14:45:00,16.581,16.6328,197,16.7999,16.5,2022-06-26 13:51:04.320803,2022-06-21,True
130,20220621  14:50:00,16.84,16.63583,358,16.95,16.4404,2022-06-26 13:51:04.320803,2022-06-21,True
131,20220621  14:55:00,16.8434,16.82237,117,16.9,16.6501,2022-06-26 13:51:04.320803,2022-06-21,True
132,20220621  15:00:00,17.1,17.01136,210,17.1289,16.7627,2022-06-26 13:51:04.320803,2022-06-21,True
133,20220621  15:05:00,16.9722,16.97003,187,17.1499,16.8101,2022-06-26 13:51:04.320803,2022-06-21,True
134,20220621  15:10:00,16.9299,16.79768,76,16.97,16.71,2022-06-26 13:51:04.320803,2022-06-21,True
135,20220621  15:15:00,16.62,16.71883,90,16.8919,16.6001,2022-06-26 13:51:04.320803,2022-06-21,True
136,20220621  15:20:00,16.9583,16.84932,218,17.05,16.6,2022-06-26 13:51:04.320803,2022-06-21,True
137,20220621  15:25:00,17.0,16.97495,160,17.05,16.7405,2022-06-26 13:51:04.320803,2022-06-21,True
138,20220621  15:30:00,16.84,16.86888,139,17.05,16.71,2022-06-26 13:51:04.320803,2022-06-21,True
139,20220621  15:35:00,17.05,16.98219,164,17.08,16.81,2022-06-26 13:51:04.320803,2022-06-21,True
140,20220621  15:40:00,16.8,16.76559,211,16.99,16.65,2022-06-26 13:51:04.320803,2022-06-21,True
141,20220621  15:45:00,16.73,16.68386,290,16.8,16.55,2022-06-26 13:51:04.320803,2022-06-21,True
142,20220621  15:50:00,16.6549,16.73554,205,16.9286,16.65,2022-06-26 13:51:04.320803,2022-06-21,True
143,20220621  15:55:00,16.72,16.62829,887,16.91,16.5,2022-06-26 13:51:04.320803,2022-06-21,True
144,20220621  16:00:00,16.5,16.74396,297,16.75,16.5,2022-06-26 13:51:04.320803,2022-06-21,True
145,20220621  16:05:00,16.52,16.5815,10,16.64,16.51,2022-06-26 13:51:04.320803,2022-06-21,True
146,20220621  16:10:00,16.6,16.60516,4,16.61,16.6,2022-06-26 13:51:04.320803,2022-06-21,True
147,20220621  16:15:00,16.61,16.60801,10,16.61,16.6,2022-06-26 13:51:04.320803,2022-06-21,True
148,20220621  16:20:00,16.61,16.60774,15,16.61,16.6,2022-06-26 13:51:04.320803,2022-06-21,True
149,20220621  16:25:00,16.5,16.50568,33,16.6,16.5,2022-06-26 13:51:04.320803,2022-06-21,True
150,20220621  16:30:00,16.61,16.34825,42,16.61,16.3,2022-06-26 13:51:04.320803,2022-06-21,True
151,20220621  16:35:00,16.6,16.605,12,16.61,16.59,2022-06-26 13:51:04.320803,2022-06-21,True
152,20220621  16:40:00,16.73,16.65718,51,16.73,16.5,2022-06-26 13:51:04.320803,2022-06-21,True
153,20220621  16:45:00,16.74,16.74,1,16.74,16.74,2022-06-26 13:51:04.320803,2022-06-21,True
154,20220621  16:50:00,16.8,16.8,3,16.8,16.8,2022-06-26 13:51:04.320803,2022-06-21,True
155,20220621  16:55:00,17.01,16.991,21,17.01,16.9,2022-06-26 13:51:04.320803,2022-06-21,True
156,20220621  17:00:00,17.2,17.26,13,17.28,17.1,2022-06-26 13:51:04.320803,2022-06-21,True
157,20220621  17:05:00,17.2,17.19569,14,17.2,17.19,2022-06-26 13:51:04.320803,2022-06-21,True
158,20220621  17:10:00,17.2,17.2,0,17.2,17.2,2022-06-26 13:51:04.320803,2022-06-21,True
159,20220621  17:15:00,17.2,17.2,0,17.2,17.2,2022-06-26 13:51:04.321800,2022-06-21,True
160,20220621  17:20:00,17.2,17.2,0,17.2,17.2,2022-06-26 13:51:04.321800,2022-06-21,True
161,20220621  17:25:00,16.99,16.99,1,16.99,16.99,2022-06-26 13:51:04.321800,2022-06-21,True
162,20220621  17:30:00,16.8,16.8,1,16.8,16.8,2022-06-26 13:51:04.321800,2022-06-21,True
163,20220621  17:35:00,16.8,16.8,0,16.8,16.8,2022-06-26 13:51:04.321800,2022-06-21,True
164,20220621  17:40:00,16.8,16.8,0,16.8,16.8,2022-06-26 13:51:04.321800,2022-06-21,True
165,20220621  17:45:00,16.8,16.8,0,16.8,16.8,2022-06-26 13:51:04.321800,2022-06-21,True
166,20220621  17:50:00,16.75,16.78611,10,16.8,16.75,2022-06-26 13:51:04.321800,2022-06-21,True
167,20220621  17:55:00,16.79,16.712,3,16.79,16.66,2022-06-26 13:51:04.321800,2022-06-21,True
168,20220621  18:00:00,16.7,16.68432,15,16.7,16.66,2022-06-26 13:51:04.321800,2022-06-21,True
169,20220621  18:05:00,16.7,16.7,3,16.7,16.7,2022-06-26 13:51:04.321800,2022-06-21,True
170,20220621  18:10:00,16.66,16.66,4,16.66,16.66,2022-06-26 13:51:04.321800,2022-06-21,True
171,20220621  18:15:00,16.66,16.66,0,16.66,16.66,2022-06-26 13:51:04.321800,2022-06-21,True
172,20220621  18:20:00,16.66,16.66,0,16.66,16.66,2022-06-26 13:51:04.321800,2022-06-21,True
173,20220621  18:25:00,16.67,16.67,2,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
174,20220621  18:30:00,16.67,16.67,1,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
175,20220621  18:35:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
176,20220621  18:40:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
177,20220621  18:45:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
178,20220621  18:50:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
179,20220621  18:55:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
180,20220621  19:00:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
181,20220621  19:05:00,16.67,16.67,0,16.67,16.67,2022-06-26 13:51:04.321800,2022-06-21,True
182,20220621  19:10:00,16.76,16.76332,3,16.77,16.76,2022-06-26 13:51:04.321800,2022-06-21,True
183,20220621  19:15:00,16.76,16.76,0,16.76,16.76,2022-06-26 13:51:04.321800,2022-06-21,True
184,20220621  19:20:00,16.7601,16.7601,7,16.7601,16.7601,2022-06-26 13:51:04.321800,2022-06-21,True
185,20220621  19:25:00,16.76,16.76,1,16.76,16.76,2022-06-26 13:51:04.321800,2022-06-21,True
186,20220621  19:30:00,16.76,16.75512,8,16.76,16.75,2022-06-26 13:51:04.321800,2022-06-21,True
187,20220621  19:35:00,16.71,16.79667,2,16.88,16.71,2022-06-26 13:51:04.321800,2022-06-21,True
188,20220621  19:40:00,16.78,16.78,1,16.78,16.78,2022-06-26 13:51:04.321800,2022-06-21,True
189,20220621  19:45:00,16.78,16.78,0,16.78,16.78,2022-06-26 13:51:04.321800,2022-06-21,True
190,20220621  19:50:00,16.78,16.74916,31,16.79,16.65,2022-06-26 13:51:04.322797,2022-06-21,True
191,20220621  19:55:00,16.97,16.90126,28,16.97,16.89,2022-06-26 13:51:04.322797,2022-06-21,False
192,20220622  04:05:00,16.75,16.75,1,16.75,16.75,2022-06-26 13:51:04.322797,2022-06-22,True
193,20220622  04:10:00,16.52,16.54667,6,16.6,16.52,2022-06-26 13:51:04.322797,2022-06-22,True
194,20220622  04:15:00,16.49,16.49875,5,16.51,16.48,2022-06-26 13:51:04.322797,2022-06-22,True
195,20220622  04:20:00,16.39,16.39,2,16.39,16.39,2022-06-26 13:51:04.322797,2022-06-22,True
196,20220622  04:25:00,16.25,16.25,1,16.25,16.25,2022-06-26 13:51:04.322797,2022-06-22,True
197,20220622  04:30:00,16.4,16.19551,3,16.4,16.0,2022-06-26 13:51:04.322797,2022-06-22,True
198,20220622  04:35:00,16.4,16.4,0,16.4,16.4,2022-06-26 13:51:04.322797,2022-06-22,True
199,20220622  04:40:00,16.4,16.4,0,16.4,16.4,2022-06-26 13:51:04.322797,2022-06-22,True
200,20220622  04:45:00,16.4,16.4,0,16.4,16.4,2022-06-26 13:51:04.322797,2022-06-22,True
201,20220622  04:50:00,16.4,16.4,0,16.4,16.4,2022-06-26 13:51:04.322797,2022-06-22,True
202,20220622  04:55:00,16.4,16.4,0,16.4,16.4,2022-06-26 13:51:04.322797,2022-06-22,True
203,20220622  05:00:00,16.07,16.07,3,16.07,16.07,2022-06-26 13:51:04.322797,2022-06-22,True
204,20220622  05:05:00,16.08,16.08,7,16.08,16.08,2022-06-26 13:51:04.322797,2022-06-22,True
205,20220622  05:10:00,16.08,16.08,1,16.08,16.08,2022-06-26 13:51:04.322797,2022-06-22,True
206,20220622  05:15:00,16.08,16.08,0,16.08,16.08,2022-06-26 13:51:04.322797,2022-06-22,True
207,20220622  05:20:00,16.1,16.14882,8,16.18,16.1,2022-06-26 13:51:04.322797,2022-06-22,True
208,20220622  05:25:00,16.1,16.1,0,16.1,16.1,2022-06-26 13:51:04.322797,2022-06-22,True
209,20220622  05:30:00,16.1,16.1,0,16.1,16.1,2022-06-26 13:51:04.322797,2022-06-22,True
210,20220622  05:35:00,16.53,16.53,1,16.53,16.53,2022-06-26 13:51:04.322797,2022-06-22,True
211,20220622  05:40:00,16.5,16.5,1,16.5,16.5,2022-06-26 13:51:04.322797,2022-06-22,True
212,20220622  05:45:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.322797,2022-06-22,True
213,20220622  05:50:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.322797,2022-06-22,True
214,20220622  05:55:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.322797,2022-06-22,True
215,20220622  06:00:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
216,20220622  06:05:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
217,20220622  06:10:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
218,20220622  06:15:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
219,20220622  06:20:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
220,20220622  06:25:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
221,20220622  06:30:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
222,20220622  06:35:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
223,20220622  06:40:00,16.5,16.5,0,16.5,16.5,2022-06-26 13:51:04.323795,2022-06-22,True
224,20220622  06:45:00,16.49,16.49,1,16.49,16.49,2022-06-26 13:51:04.323795,2022-06-22,True
225,20220622  06:50:00,16.49,16.49,0,16.49,16.49,2022-06-26 13:51:04.323795,2022-06-22,True
226,20220622  06:55:00,16.49,16.49,0,16.49,16.49,2022-06-26 13:51:04.323795,2022-06-22,True
227,20220622  07:00:00,16.49,16.49,0,16.49,16.49,2022-06-26 13:51:04.323795,2022-06-22,True
228,20220622  07:05:00,16.72,16.72392,5,16.74,16.72,2022-06-26 13:51:04.323795,2022-06-22,True
229,20220622  07:10:00,16.75,16.74225,8,16.75,16.74,2022-06-26 13:51:04.323795,2022-06-22,True
230,20220622  07:15:00,16.75,16.75,1,16.75,16.75,2022-06-26 13:51:04.323795,2022-06-22,True
231,20220622  07:20:00,16.75,16.75,0,16.75,16.75,2022-06-26 13:51:04.323795,2022-06-22,True
232,20220622  07:25:00,16.99,16.99,1,16.99,16.99,2022-06-26 13:51:04.323795,2022-06-22,True
233,20220622  07:30:00,16.99,16.99,0,16.99,16.99,2022-06-26 13:51:04.323795,2022-06-22,True
234,20220622  07:35:00,17.07,17.08833,6,17.12,17.07,2022-06-26 13:51:04.323795,2022-06-22,True
235,20220622  07:40:00,16.99,16.9754,6,17.08,16.9,2022-06-26 13:51:04.323795,2022-06-22,True
236,20220622  07:45:00,16.99,16.99,0,16.99,16.99,2022-06-26 13:51:04.323795,2022-06-22,True
237,20220622  07:50:00,16.97,16.97,1,16.97,16.97,2022-06-26 13:51:04.323795,2022-06-22,True
238,20220622  07:55:00,16.97,16.97,0,16.97,16.97,2022-06-26 13:51:04.323795,2022-06-22,True
239,20220622  08:00:00,16.97,16.7652,91,17.0,16.55,2022-06-26 13:51:04.323795,2022-06-22,True
240,20220622  08:05:00,16.98,16.96,10,16.98,16.86,2022-06-26 13:51:04.323795,2022-06-22,True
241,20220622  08:10:00,17.0,16.98711,57,17.0,16.96,2022-06-26 13:51:04.323795,2022-06-22,True
242,20220622  08:15:00,17.0,17.0,1,17.0,17.0,2022-06-26 13:51:04.323795,2022-06-22,True
243,20220622  08:20:00,16.98,16.94046,10,17.0,16.81,2022-06-26 13:51:04.323795,2022-06-22,True
244,20220622  08:25:00,17.12,17.00505,32,17.12,16.98,2022-06-26 13:51:04.323795,2022-06-22,True
245,20220622  08:30:00,17.36,17.10905,14,17.38,17.02,2022-06-26 13:51:04.323795,2022-06-22,True
246,20220622  08:35:00,17.36,17.36,1,17.36,17.36,2022-06-26 13:51:04.323795,2022-06-22,True
247,20220622  08:40:00,17.35,17.34998,13,17.35,17.3499,2022-06-26 13:51:04.324792,2022-06-22,True
248,20220622  08:45:00,17.35,17.33892,25,17.35,17.33,2022-06-26 13:51:04.324792,2022-06-22,True
